Date,"Previous Date",Keyword,Labels,Position,"Position Change",URL,"Prev. Position","Citation Rank","Top AIO Source","Set Target URL","Target URL Status","Best Position",Page,"Page Change","SERP Features","AI Brand Mentions",Citations,"Search Intent","Previous Search Intent","Keyword Difficulty","Search Volume","Search Volume YoY change",Impressions,Clicks
2026-07-13,2026-07-06,"ai-powered franchise management software",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,11,0
2026-07-13,2026-07-06,"ai powered franchise management software",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,10,0
2026-07-13,2026-07-06,"franchise management software with ai",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,8,0
2026-07-13,2026-07-06,"ai franchise sales assistant",-,1,0,https://meetbrandwide.com/blog/meet-ria-ai-franchise-sales-assistant/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Jobs,Videos",,,Commercial,Commercial,,-,-,4,0
2026-07-13,2026-07-06,"best ai franchise management software",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,8,0
2026-07-13,2026-07-06,"brandwide ai",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Navigational,Navigational,,-,-,27,0
2026-07-13,2026-07-06,"brandwide ria",-,1,0,https://meetbrandwide.com/blog/meet-ria-ai-franchise-sales-assistant/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,31,0
2026-07-13,2026-07-06,"franchisor software",-,2,1,https://meetbrandwide.com/,3,-,-,-,"not set",2,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,28,10,0%,199,0
2026-07-13,2026-07-06,"franchise management software","Close Variants",2,-1,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,,Commercial,Commercial,38,260,-56%,1648,6
2026-07-13,2026-07-06,"franchisor management software","Close Variants",2,1,https://meetbrandwide.com/,3,-,-,-,"not set",2,1,0,"Organic,Reviews,Videos",,,Commercial,Commercial,29,260,-56%,194,0
2026-07-13,2026-07-06,"software franchises","Close Variants",2,0,https://meetbrandwide.com/franchise-management-software/,2,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/franchise-management-software/,,Commercial,Commercial,23,140,-71%,50,0
2026-07-13,2026-07-06,"ai-powered all-in-one franchise management software",-,2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,7,0
2026-07-13,2026-07-06,"ria franchise sales assistant",-,2,0,https://meetbrandwide.com/blog/meet-ria-ai-franchise-sales-assistant/,2,-,-,-,"not set",1,1,0,"Organic,Reviews,Jobs",,,Informational,Informational,,-,-,6,0
2026-07-13,2026-07-06,"franchise management company","Close Variants",3,1,https://meetbrandwide.com/blog/what-is-franchise-management/,4,-,-,-,"not set",3,1,0,"Organic,AI Overviews,People also ask,Videos,Local pack",,,"Informational,Navigational","Informational,Navigational",30,30,-25%,50,0
2026-07-13,2026-07-06,"ai franchise management software",-,3,0,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,10,0
2026-07-13,2026-07-06,"franchise management solutions","Close Variants",4,-1,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,32,10,0%,116,0
2026-07-13,2026-07-06,"ai franchise software",-,4,0,https://meetbrandwide.com/,4,-,-,-,"not set",3,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,19,0
2026-07-13,2026-07-06,"best franchise management software",-,5,0,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,38,20,0%,485,0
2026-07-13,2026-07-06,"franchise automation software",-,5,6,https://meetbrandwide.com/,11,-,-,-,"not set",2,1,1,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,,-,-,15,0
2026-07-13,2026-07-06,"franchise soft",-,6,0,https://meetbrandwide.com/,6,-,-,-,"not set",6,1,0,"Organic,Reviews,Knowledge panel,People also ask,Sitelinks,Videos",,,Navigational,Navigational,32,110,0%,63,0
2026-07-13,2026-07-06,"what is franchise management",-,6,-3,https://meetbrandwide.com/blog/what-is-franchise-management/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Informational,"Commercial,Informational",25,10,0%,27,0
2026-07-13,2026-07-06,"franchise royalty management",-,6,-2,https://meetbrandwide.com/franchise-royalty-management/,4,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,"Commercial,Informational",26,10,0%,134,0
2026-07-13,2026-07-06,"franchise development software",-,7,4,https://meetbrandwide.com/,11,-,-,-,"not set",4,1,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,25,10,0%,160,0
2026-07-13,2026-07-06,"franchise software systems",-,8,-7,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,-50%,494,0
2026-07-13,2026-07-06,"franchise lead management software","Close Variants",8,-3,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,27,10,-86%,75,0
2026-07-13,2026-07-06,"management of franchise","Close Variants",8,0,https://meetbrandwide.com/blog/what-is-franchise-management/,8,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Informational,Commercial","Informational,Commercial",21,170,-47%,23,0
2026-07-13,2026-07-06,"franchise solution",-,8,-1,https://meetbrandwide.com/blog/franchise-solutions-can-take-five-steps-for-the-further-betterment/,7,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Navigational,Navigational,28,50,-29%,180,0
2026-07-13,2026-07-06,"franchise intranet software","Close Variants",9,2,https://meetbrandwide.com/,11,-,-,-,"not set",5,1,1,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,28,10,-,54,0
2026-07-13,2026-07-06,"restaurant franchise management software",-,10,-1,https://meetbrandwide.com/,9,-,-,-,"not set",3,2,-1,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,33,10,0%,733,0
2026-07-13,2026-07-06,"franchise onboarding process",-,10,"+ 10",https://meetbrandwide.com/franchise-onboarding-system/,,-,-,-,"not set",10,1,"+ 1","Organic,AI Overviews,Reviews,People also ask,Videos",,,Informational,Commercial,27,20,-82%,81,0
2026-07-13,2026-07-06,"franchise ai software",-,10,"+ 10",https://meetbrandwide.com/,,-,-,-,"not set",3,1,"+ 1","Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,,-,-,7,0
2026-07-13,2026-07-06,"managing franchisees","Close Variants",11,-2,https://meetbrandwide.com/blog/what-is-franchise-management/,9,-,-,-,"not set",1,2,-1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Informational,Informational,19,170,-47%,22,0
2026-07-13,2026-07-06,"ai franchise marketing software",-,11,"+ 11",https://meetbrandwide.com/,,-,-,-,"not set",8,2,"+ 2","Organic,AI Overviews,Videos",,,Commercial,Commercial,,-,-,4,0
2026-07-13,2026-07-06,"management franchise","Close Variants",15,2,https://meetbrandwide.com/blog/what-is-franchise-management/,17,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Informational,"Commercial,Informational",34,170,-47%,70,0
2026-07-13,2026-07-06,"franchise operations software",-,15,1,https://meetbrandwide.com/,16,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,26,10,0%,667,0
2026-07-13,2026-07-06,"franchise management","Close Variants",15,4,https://meetbrandwide.com/blog/what-is-franchise-management/,19,-,-,-,"not set",1,2,0,"Organic,AI Overviews,People also ask,Videos",,,Navigational,Navigational,33,170,-47%,693,0
2026-07-13,2026-07-06,"crm franchise","Close Variants",16,-4,https://meetbrandwide.com/,12,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational","Commercial,Informational",24,110,-66%,210,0
2026-07-13,2026-07-06,"franchise sales crm",-,16,0,https://meetbrandwide.com/,16,-,-,-,"not set",5,2,0,"Organic,Reviews,Videos",,,Navigational,Navigational,22,20,-71%,181,0
2026-07-13,2026-07-06,"franchise management companies","Close Variants",16,0,https://meetbrandwide.com/blog/best-franchise-management-solution-provider-in-usa/,16,-,-,-,"not set",8,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos,Local pack",,,Commercial,Commercial,28,30,-25%,19,0
2026-07-13,2026-07-06,"franchise marketing software",-,17,-5,https://meetbrandwide.com/,12,-,-,-,"not set",3,2,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,28,90,-72%,654,0
2026-07-13,2026-07-06,"franchise crm software",-,17,0,https://meetbrandwide.com/,17,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,25,50,-71%,576,0
2026-07-13,2026-07-06,"crm for franchises","Close Variants",17,-1,https://meetbrandwide.com/,16,-,-,-,"not set",1,2,0,"Organic,Reviews,Videos",,,"Commercial,Informational","Commercial,Informational",27,110,-66%,283,0
2026-07-13,2026-07-06,"franchise crm","Close Variants",18,-8,https://meetbrandwide.com/,10,-,-,-,"not set",1,2,-1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational","Commercial,Informational",27,110,-66%,628,0
2026-07-13,2026-07-06,"franchise reporting software",-,19,-1,https://meetbrandwide.com/,18,-,-,-,"not set",10,2,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,28,10,-91%,370,0
2026-07-13,2026-07-06,"franchise business software","Close Variants",20,6,https://meetbrandwide.com/,26,-,-,-,"not set",1,2,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,27,10,-,289,0
2026-07-13,2026-07-06,"franchise app",-,20,5,https://meetbrandwide.com/,25,-,-,-,"not set",17,2,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Informational,Navigational,33,20,-71%,31,0
2026-07-13,2026-07-06,"franchise royalty collection",-,20,-2,https://meetbrandwide.com/franchise-royalty-management/,18,-,-,-,"not set",8,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,24,10,0%,31,0
2026-07-13,2026-07-06,soffront,-,23,"+ 23",https://meetbrandwide.com/about/,,-,-,-,"not set",23,3,"+ 3","Organic,Reviews,Knowledge panel,Sitelinks,Videos",,,Navigational,Navigational,40,90,-18%,34,0
2026-07-13,2026-07-06,"franchise marketing automation",-,23,-2,https://meetbrandwide.com/franchise-marketing-automation/,21,-,-,-,"not set",3,3,0,"Organic,AI Overviews,Reviews,Videos",,,"Informational,Commercial",Informational,22,10,0%,93,0
2026-07-13,2026-07-06,"soffront corporation",-,23,-4,https://meetbrandwide.com/about/,19,-,-,-,"not set",11,3,0,"Organic,Reviews,Knowledge panel,Sitelinks,Videos",,,Navigational,Navigational,42,10,-50%,23,0
2026-07-13,2026-07-06,"franchise platform",-,24,0,https://meetbrandwide.com/,24,-,-,-,"not set",1,3,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,0%,164,0
2026-07-13,2026-07-06,"tools for franchises",-,24,-6,https://meetbrandwide.com/,18,-,-,-,"not set",5,3,-1,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,26,-,-,195,0
2026-07-13,2026-07-06,"franchise manager",-,25,-1,https://meetbrandwide.com/blog/what-is-franchise-management/,24,-,-,-,"not set",14,3,0,"Organic,Reviews,Jobs,People also ask,Videos",,,"Commercial,Transactional",Informational,26,90,-18%,103,0
2026-07-13,2026-07-06,"soffront crm",-,26,"+ 26",https://meetbrandwide.com/franchisee-customer-management/,,-,-,-,"not set",21,3,"+ 3","Organic,Reviews,Sitelinks,Videos",,,Navigational,Navigational,41,20,0%,34,0
2026-07-13,2026-07-06,"svs franchise management","Close Variants",27,1,https://meetbrandwide.com/,28,-,-,-,"not set",27,3,0,"Organic,Reviews,People also ask,Videos",,,Informational,Informational,26,10,0%,,
2026-07-13,2026-07-06,"window cleaning management software",-,28,19,https://meetbrandwide.com/blog/what-is-the-best-windows-cleaning-software-for-cleaning-business/,47,-,-,-,"not set",18,3,2,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,21,10,0%,64,0
2026-07-13,2026-07-06,"franchise analytics",-,29,2,https://meetbrandwide.com/franchise-analytics/,31,-,-,-,"not set",20,3,1,"Organic,AI Overviews,Reviews,Videos",,,"Informational,Commercial","Informational,Commercial",33,20,100%,135,0
2026-07-13,2026-07-06,"royalties management software","Close Variants",31,"+ 31",https://meetbrandwide.com/franchise-royalty-management/,,-,-,-,"not set",25,4,"+ 4","Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,24,140,0%,97,0
2026-07-13,2026-07-06,"royalty management software","Close Variants",31,4,https://meetbrandwide.com/franchise-royalty-management/,35,-,-,-,"not set",21,4,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,31,140,0%,55,0
2026-07-13,2026-07-06,"franchise website platform",-,31,-1,https://meetbrandwide.com/,30,-,-,-,"not set",1,4,-1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,25,20,-88%,114,0
2026-07-13,2026-07-06,"franchise training software",-,32,4,https://meetbrandwide.com/,36,-,-,-,"not set",16,4,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,25,10,-50%,288,0
2026-07-13,2026-07-06,"franchise management solution","Close Variants",32,-22,https://meetbrandwide.com/blog/what-is-franchise-management/,10,-,-,-,"not set",1,4,-2,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,30,10,0%,285,0
2026-07-13,2026-07-06,"franchise management services",-,33,-18,https://meetbrandwide.com/franchise-management-software/,15,-,-,-,"not set",11,4,-2,"Organic,Reviews,Knowledge panel,Videos",,,Commercial,Commercial,30,170,-19%,149,0
2026-07-13,2026-07-06,"franchise lms",-,33,2,https://meetbrandwide.com/franchise-onboarding-system/,35,-,-,-,"not set",11,4,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,27,30,-73%,68,0
2026-07-13,2026-07-06,"brand one franchise",-,33,"+ 33",https://meetbrandwide.com/franchise-solutions/,,-,-,-,"not set",30,4,"+ 4","Organic,People also ask,Sitelinks,Videos",,,Navigational,Navigational,30,30,200%,,
2026-07-13,2026-07-06,"brand software",-,34,1,https://meetbrandwide.com/,35,-,-,-,"not set",31,4,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,38,110,-72%,18,0
2026-07-13,2026-07-06,"ai franchise dashboard",-,34,-2,https://meetbrandwide.com/,32,-,-,-,"not set",29,4,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,"Commercial,Informational",,-,-,1,0
2026-07-13,2026-07-06,"franchise communication",-,35,-2,https://meetbrandwide.com/franchisee-communication-collaboration/,33,-,-,-,"not set",21,4,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,26,10,0%,3,0
2026-07-13,2026-07-06,"franchise business intelligence software",-,36,2,https://meetbrandwide.com/,38,-,-,-,"not set",5,4,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,-,90,0
2026-07-13,2026-07-06,"email marketing for franchises",-,38,7,https://meetbrandwide.com/franchise-marketing-automation/,45,-,-,-,"not set",31,4,1,"Organic,AI Overviews,Reviews,Videos",,,"Commercial,Informational","Commercial,Informational",29,110,-58%,26,0
2026-07-13,2026-07-06,"window cleaning business apps",-,40,3,https://meetbrandwide.com/blog/what-is-the-best-windows-cleaning-software-for-cleaning-business/,43,-,-,-,"not set",17,4,1,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,31,10,0%,22,0
2026-07-13,2026-07-06,"window cleaning business software",-,41,1,https://meetbrandwide.com/blog/what-is-the-best-windows-cleaning-software-for-cleaning-business/,42,-,-,-,"not set",12,5,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,26,30,0%,50,0
2026-07-13,2026-07-06,"best window cleaning software",-,43,"+ 43",https://meetbrandwide.com/blog/what-is-the-best-windows-cleaning-software-for-cleaning-business/,,-,-,-,"not set",25,5,"+ 5","Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,28,10,0%,45,0
2026-07-13,2026-07-06,"window washing software",-,45,6,https://meetbrandwide.com/blog/what-is-the-best-windows-cleaning-software-for-cleaning-business/,51,-,-,-,"not set",23,5,1,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,22,20,-33%,19,0
2026-07-13,2026-07-06,"franchise sales lead generation","Close Variants",48,36,https://meetbrandwide.com/blog/six-smart-hacks-to-franchise-sales-lead-generation/,84,-,-,-,"not set",22,5,4,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,23,10,0%,,
2026-07-13,2026-07-06,"home care franchisor software",-,52,"+ 52",https://meetbrandwide.com/franchise-management-software/,,-,-,-,"not set",14,6,"+ 6","Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,24,10,0%,,
2026-07-13,2026-07-06,"ai for franchise management",-,52,3,https://meetbrandwide.com/blog/what-is-the-impact-of-artificial-intelligence-in-franchise-development/,55,-,-,-,"not set",16,6,0,"Organic,AI Overviews,Videos",,,"Commercial,Informational",Commercial,,-,-,1,0
2026-07-13,2026-07-06,"window cleaning software",-,54,-1,https://meetbrandwide.com/blog/what-is-the-best-windows-cleaning-software-for-cleaning-business/,53,-,-,-,"not set",17,6,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,30,70,-73%,339,0
2026-07-13,2026-07-06,"brand management software",-,59,"+ 59",https://meetbrandwide.com/,,-,-,-,"not set",51,6,"+ 6","Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,39,320,-64%,143,0
2026-07-13,2026-07-06,"homecare franchise management software",-,65,-38,https://meetbrandwide.com/franchise-management-software/,27,-,-,-,"not set",15,7,-4,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,20,10,0%,62,0
2026-07-13,2026-07-06,"social intranet franchise",-,68,8,https://meetbrandwide.com/,76,-,-,-,"not set",36,7,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,27,-,-,4,0
2026-07-13,2026-07-06,"pet grooming business software",-,71,-2,https://meetbrandwide.com/pet-services-software/,69,-,-,-,"not set",20,7,0,"Organic,Filter by sidebar,AI Overviews,Products,Reviews,People also ask,Videos",,,Commercial,Commercial,25,20,0%,,
2026-07-13,2026-07-06,"my field audits",-,,0,-,,-,-,-,"not set",10,,0,"Organic,Reviews,Knowledge panel,People also ask,Sitelinks",,,Navigational,Navigational,33,140,27%,,
2026-07-13,2026-07-06,"b2b franchise","Close Variants",,0,-,,-,-,-,"not set",,,0,"Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,"Informational,Commercial","Informational,Commercial",32,90,-36%,6,0
2026-07-13,2026-07-06,"window cleaner software",-,,"X 68",-,68,-,-,-,"not set",23,,"X 7","Organic,Discussions & Forums,Reviews,People also ask,Videos",,,Commercial,Commercial,33,20,100%,5,0
2026-07-13,2026-07-06,"window cleaning crm",-,,0,-,,-,-,-,"not set",17,,0,"Organic,AI Overviews,Reviews,Videos",,,"Commercial,Informational",Commercial,32,70,40%,11,0
2026-07-13,2026-07-06,"carpet cleaning dispatch software",-,,0,-,,-,-,-,"not set",35,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,22,10,0%,2,0
2026-07-13,2026-07-06,"carpet cleaning franchise","Close Variants",,0,-,,-,-,-,"not set",39,,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Informational,Commercial","Commercial,Transactional",35,210,-19%,22,0
2026-07-13,2026-07-06,"franchise leads generation",-,,"X 60",-,60,-,-,-,"not set",16,,"X 7","Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,21,10,0%,,
2026-07-13,2026-07-06,"carpet cleaning marketing software","Close Variants",,0,-,,-,-,-,"not set",24,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,24,10,-86%,,
2026-07-13,2026-07-06,"franchise review management",-,,0,-,,-,-,-,"not set",21,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,24,70,-50%,168,0
2026-07-13,2026-07-06,"carpet cleaner franchise","Close Variants",,0,-,,-,-,-,"not set",30,,0,"Organic,AI Overviews,Reviews,People also ask,Videos,Local pack",,,"Commercial,Transactional","Commercial,Informational",26,210,-19%,3,0
2026-07-13,2026-07-06,"carpet cleaning business opportunity",-,,0,-,,-,-,-,"not set",30,,0,"Organic,AI Overviews,Reviews,People also ask,Videos,Local pack",,,"Commercial,Informational",Commercial,31,10,0%,7,0
2026-07-13,2026-07-06,"carpet cleaning accounting software",-,,0,-,,-,-,-,"not set",36,,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,23,10,0%,,
2026-07-13,2026-07-06,"dog grooming client database",-,,0,-,,-,-,-,"not set",16,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,21,10,0%,,
2026-07-13,2026-07-06,"logistics franchises",-,,0,-,,-,-,-,"not set",41,,0,"Organic,AI Overviews,Reviews,Videos",,,"Informational,Commercial","Commercial,Informational",26,90,29%,,
2026-07-13,2026-07-06,"location monitoring for franchises",-,,0,-,,-,-,-,"not set",29,,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,26,10,0%,,
2026-07-13,2026-07-06,"franchise leads",-,,0,-,,-,-,-,"not set",47,,0,"Organic,AI Overviews,People also ask,Videos",,,Informational,"Commercial,Informational",28,20,0%,1,0
2026-07-13,2026-07-06,"field audit software",-,,0,-,,-,-,-,"not set",13,,0,"Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,25,10,0%,,
2026-07-13,2026-07-06,"smart carpet cleaning franchise",-,,0,-,,-,-,-,"not set",46,,0,"Organic,AI Overviews,Reviews,Knowledge panel,People also ask,Videos",,,Navigational,Navigational,28,10,0%,31,0
2026-07-13,2026-07-06,"window cleaner app",-,,0,-,,-,-,-,"not set",47,,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Navigational,Navigational,35,30,0%,,
2026-07-13,2026-07-06,"software for carpet cleaning business","Close Variants",,0,-,,-,-,-,"not set",31,,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,25,50,-71%,,
2026-07-13,2026-07-06,"commercial cleaning management software",-,,0,-,,-,-,-,"not set",30,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,25,20,-71%,,
2026-07-13,2026-07-06,"app for window cleaners",-,,0,-,,-,-,-,"not set",41,,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,27,20,100%,,
2026-07-13,2026-07-06,"cleaning services estimates software",-,,0,-,,-,-,-,"not set",42,,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,28,10,-50%,,
2026-07-13,2026-07-06,"dog grooming scheduling software",-,,0,-,,-,-,-,"not set",,,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,21,40,33%,,
2026-07-13,2026-07-06,"carpet cleaning scheduling software",-,,0,-,,-,-,-,"not set",34,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,21,20,100%,,
2026-07-13,2026-07-06,"carpet cleaning management software",-,,0,-,,-,-,-,"not set",25,,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,22,20,-71%,,
2026-07-13,2026-07-06,"franchise sales companies",-,,0,-,,-,-,-,"not set",79,,0,"Organic,AI Overviews,Videos",,,Commercial,Commercial,27,10,0%,,
